Quality,Angle,Distance
72,212.67525197193882,412.75014927220644
21,299.63829862242926,497.6850574704661
30,249.09509538941066,63.935342911612295
68,93.90611175632004,821.8894293138201
5,354.22631366514986,547.8814433462757

6,81.41658018990992,653.8756686627187
83,18.015164169132404,725.1516445630989
40,250.26542233948703,969.6558128140808
14,243.58801651624904,70.64280592943273
47,274.9092460037273,257.6348668507674
8,358.1825717235143,650.907342950328
58,242.43313848986125,571.7108022005066
37,238.68484905873802,32.202769103628405
92,38.13155575546677,702.1663666229857
2,51.60216145323507,658.5614913298596
5
92,187.12950981854368,738.955486622772

22,35.371650867950564,103.56275270698534
27,51.070497298890864,523.3316059768288

51,122.59176928918572,972.6243526470586
10,2.1894589242158213,847.9531469101885
45,111.80449287964721,695.7407094797483
54,164.99626362850856,93.11261318498376
11,112.37639125243668,286.0574488488248
76,174.52227797481993,421.63726122401357
40,92.35647633325944,506.6459584916888
48,328.0654094101104,110.22760249849928
68,97.83976225172893,391.87289722121875
59,92.57507349308969,719.9095048395711
14,13.980346814895821,369.0109640288309
30,31.082145293451738,669.0469791459824
99,10.246962269353336,872.9037801554226
94,121.88299846049635,841.3789670038675
86,299.37224940916286,380.94912527322924
95,318.11200795960184,431.44528460772347
32,334.0432707538974,951.7813498205247
49,127.20637119637718,694.8641614999569
66,154.90177613024386,191.76199281060113
39,343.8941661669798,655.8445475211963
0,219.57554028287663,792.1097842658261
44,325.8743440295995,419.8610747420043
69,179.61699461866615,427.909002923603
5,289.28282236583055,759.8987642594059
64,269.09128713660317,445.98926055746347
96,274.59390779165494,416.8849236504275
41,121.99771494264891,706.2326609964172
46,31.66388237920546,181.57152478474993
24,186.70365081359017,224.6389829389148
71,141.15514808581636,131.42062748098581
11,75.11448364681456,727.9911789115015
47,304.8093173575007,536.6569693681299
48,114.3148400325887,881.6488322575959
75,55.54650168101795,962.7343929227858
29,271.5419095609911,728.8632787629314
19,87.44023933827829,59.43141611788294
69,357.5993705213236,824.4656541377288
2,20.725958375580937,582.6204186105228
37,51.27613463758555,707.0881447217577
55,312.3886044025305,492.4306472045338
15,333.68955444328736,323.7094502429895
18,252.85971956192333,743.2032596947319
47,340.28161012959634,125.44483252316707
81,281.7086782658127,842.5110042311758
94,78.96343622772274,808.4848482006613
66,93.16180446326636,518.622316520623
46,216.60196504916215,322.85997147103495
14,264.8599894450754,954.5442049718091
77,23.794317953756728,914.2729223479262
35,219.64653145111808,187.5296082846508
9,274.6255015865679,584.3721243009085
55,237.63569923700084,780.2652962141487
0,308.71238046523257,582.8713522565214
71,177.1449095594611,377.9781529619336
36,183.0262320929358,288.12048033649154
1,302.97453224699984,534.2518571208643
23,142.63673390583705,165.06832279419405
18,34.720862116353786,176.29521622250556
27,355.509154983626,200.16255318610686
45,299.67581276416576,55.68264340393048
85,57.042502481022424,31.62751380052342
8,263.9392417465376,469.7991800107777
100,207.13806047917535,249.05338213175853
78,194.35112189418837,931.9897883750108
38,174.02811253532775,714.1337959522976
55,281.82586498202687,558.5501199207438
52,3.8602101072844786,710.6157209179656
27,187.8509648024921,993.4260712460532
80,220.50179087698865,787.496376423998
39,353.6973062355397,134.6415570848133
25,5.656607615031093,562.4683592963604
82,131.72318296260195,5.148379918008761
15,291.21463860491434,812.2375273946311
94,178.02811178681915,23.720842862570034
72,121.27856054740576,966.3920690781135
41,82.09738172433781,669.0003894204268
72,48.635870050063225,865.1401886379249
6,278.9617798784268,883.6595886095316
44,339.24456120282105,186.72501854125144
83,198.553590139166,359.98953352513985
53,219.66605363118612,683.330815811358
42,110.28425306653251,412.37643671153
92,179.45571035784553,686.5604320416013
19,153.0751949437979,517.7584070494689
33,21.929058228227817,2.3872298224152377
31,252.57074687197453,556.8322311919922
39,121.53311891817518,307.2806751674091
19,134.59736159381671,119.50356904459724
60,281.1239417830004,891.2447920780147
2,191.66091124346258,508.35038632361926
42,103.01660137377075,242.32133353586627
60,97.67766722741193,974.2551121208319
88,53.66381403410824,377.3516710093774
43,2.5382294518074744,322.18844941574145
97,106.99611422110137,659.317199887355
16,144.06989055880177,982.0419998388141
8,289.9870131425099,633.175078557769
11,68.32442030223558,572.6677595855762
30,83.73588973025691,475.8825143081521
54,196.49920385031757,919.3791695434757
55,26.46021222443327,677.5728491355645
90,142.18842179612685,722.6250159265329
71,194.0717766277442,138.93471099111844
87,107.21095735571258,817.7309458059497
27,86.99983192090232,632.7704731459625
16,102.30589487814046,186.885463883951
66,72.52782563178467,473.92651549154294
3,221.2653450856375,198.3252296972936
66,64.25713315687587,121.31357897371309
82,173.02767077763932,469.59567341137887
2,209.00122452879629,311.0088064502279
60,59.034474863166444,444.0344005914304
18,342.3200809433898,424.5816278234629
61,142.1950488055172,335.1931090533864
7,229.02807270653517,843.2084549269998
13,350.51747018491716,985.0551584516265
33,169.44760770078847,670.3514627710015
89,101.23429786132382,434.21345674420195
44,32.92195778680052,755.6672772116824
83,173.62693992480692,680.0985196738067
76,17.02691543484572,706.3247989906777
49,359.63238328522965,969.1560754288635
25,329.9751923715327,303.1558968464972
51,319.96778189447167,447.9164375960212
63,31.69917505350984,584.0837024558241
69,308.5272233879197,241.919739571113
73,163.782364882928,22.524047710300586
56,135.09736647587772,324.69862214320733
49,197.17278753085728,630.1844952331422
96,150.1545179189947,788.5391399803618
91,348.2106731447906,640.5263556368872
6,349.28644141591695,103.94971284492382
85,81.13569290972195,868.3733817607858
73,53.51734043162126,323.6684035175814
97,170.66551488817808,249.7853431198609
10,13.195973478622264,39.71638439008962
31,259.6933444820683,643.7085741681186
35,255.85596808160415,621.1937224318883
27,216.92874106051315,378.82424392685607
14,44.046879669840756,286.9805913440933
92,183.7960576228209,912.604719533435
1,61.534570565305486,441.7234229654704
27,278.49065372149585,889.3740516277967
68,187.47040735651998,135.57282576360132
3,166.541129881241,230.1150112754212
20,208.10918037784631,640.6562446829511
64,205.5609461403122,752.1375765477345
3,200.65201743801742,407.2965748157491
97,78.48075462873477,216.56205388465722
47,3.386922299007047,429.7630900813001
23,186.78508865052368,523.9101614580817
50,3.5987580689072773,440.1520098484206
9,335.69130589280485,677.7917961849278
97,72.47490474897083,38.917614528240605
71,109.39418815396556,969.4364675795877
38,114.25064774894507,412.1031782366567
7,73.54686435194817,268.99561127270965
6,38.66250491713315,3.1457223152770997
17,102.03082645109671,75.37581415603879
96,194.94432685337586,863.2999045393378
97,186.03893960760126,184.88226811548648
39,93.67481606506165,347.9853749113265
54,193.30871264445406,827.2762762971511
68,95.35708551514529,612.1390387703202
53,277.7688873911867,384.68474134215734
48,322.8822971817504,345.57014620405977
8,314.04848941297456,586.0268669129687
20,8.248520423661443,361.34716136419576
83,124.34163690453371,458.4422866020649
45,155.359107093258,967.0382640338514
1,334.6103580725035,510.7207629196315
17,125.84405841308057,391.0664422685656
70,289.6810174956009,989.7571075037303
26,273.9087761805787,140.6439010164554
6,295.3874821453363,391.17966180105435
28,308.1272415884509,416.0307256853858
100,6.357349543668929,851.9321064050498
16,191.37533838274229,840.8950538399138
63,204.7467702284469,170.29332012282183
72,100.91252653070062,826.850468653704
23,302.26111947119927,646.6871930901656
15,113.27256371353702,555.1759407506268
43,264.1767170925803,777.1596533872824
28,180.34310582597766,587.9944607643736
96,9.680748912515828,151.794326955782
67,110.84944422598481,330.0335086534728
80,230.9877416478192,749.1248432911214
51,83.77511030946354,918.0272283125784
55,162.78163971027877,65.95115555811249
82,179.45347775333312,40.47039047475665
26,286.55420714154036,240.03614984309863
19,304.60687496807395,695.9024312309036
33,357.38541982781067,706.4516032978147
74,84.38405509119846,49.88913176772303
35,208.6190519961283,462.4851314779106
25,258.08542045689575,853.3095698750872
5,167.20278605181198,463.8926354905256
50,106.688264105037,548.3897356093979
17,136.2021687432528,460.76626479657835
21,317.02343889836766,814.7768974268955
13,154.22734412781335,987.7238115770557
41,304.68956301834544,723.4125996711036
53,179.7569213515796,403.7056035719772
67,186.59342980335103,471.86762879443154
63,176.85678088563094,968.2726371883324
80,356.49082193263376,941.6605399435298
28,105.14825413470855,545.1163331665001
58,30.532236411426496,744.8515017762046
42,92.65219914955755,465.3530731473686
8,279.70040769094413,948.0967706728227
98,167.93418512919362,495.0362959125907
77,101.87346003997959,318.14430494837063
16,64.19353174840266,944.8772588488713
10,104.76302600906122,867.5748127503878
57,291.5389873883544,546.3791590290207
83,25.897610194523743,542.77335784549
35,162.03369501962302,63.80110371935888
97,321.8484136959264,31.265666973571026
71,270.0919009728311,655.3070381991189
66,186.5217610409616,578.8282620924315
62,135.39073635728582,371.0395516302335
10,85.03152046721735,76.28611854552103
41,72.18117454791778,276.19604009912524
82,78.27668058480657,28.53443392305499
59,31.765529409719928,818.6117408076364
30,120.1212163595058,991.7628308765176
20,299.6368806591595,408.6306444970364
6,2.9525823064646017,396.87834501720164
53,279.682197005123,26.453074824271727
100,55.50935004754122,423.6712749706323
98,85.5676580479754,650.0963661575938
87,329.80220197650135,700.8799073031349
47,47.83771858867976,382.2080984812464
38,136.0166180341028,659.5583236605371
46,172.65423489090807,777.6470072500704
38,236.67265735778415,368.80292360321477
88,8.443381225846448,917.2882928882773
41,268.78797794784873,330.36886720659453
56,187.31790776388723,436.20470121340014
87,202.13391057748126,904.3166278739591
58,85.95012019735876,262.17034756002624
27,139.9435152678534,941.7475411111252
35,70.72870298122443,266.3268991936046
63,165.4283313645512,126.60432434982738
38,210.28592590935898,279.4877591216258
93,125.12269283438881,997.5649050928248
82,99.81620262782779,312.09012653165547
31,249.16959045455687,405.3446062909967
33,280.35472021804424,288.04250809792353
19,173.23492233142412,316.8022550463573
79,262.50359484910075,743.3740609830234
32,147.729437574006,496.48424185187343
76,276.4334814669939,96.73462598333238
34,131.71821055708332,407.54962374925697
7,152.9576627508414,663.6331418735774
96,309.8506478143967,957.5962543800936
83,116.25827598365625,343.2539694039637
98,284.4898401512722,639.1719196513906
63,191.1160540562014,450.4522828506424
91,192.1438326799102,346.1846066157803
72,110.069978066715,260.9968307217783
80,322.5145230029899,58.216060161536795
71,266.4356916753036,717.011883771907
90,161.74272680760532,445.13787631766286
83,299.29769658056296,253.8883672887502
29,200.47640328436978,977.8295457417776
57,326.90211342509866,878.6327881456053
69,115.36372556307272,545.3018717108995
21,323.89491494059007,141.7955332842268
20,150.5711634498927,1.9103773599890017
49,55.68495475601166,585.0512449611919
30,149.16324032319292,47.686289881373135
79,250.9595393336917,948.7708607499535
97,323.743804328753,435.9292109880392
69,45.730447912986804,706.5881183384294
80,170.86223148755494,497.2366397629393
77,154.13121304525987,780.3005861288004
93,42.55227412626547,899.545455631378
99,10.255374463756318,167.55255804554926
68,134.78223717808527,567.2211877916708
94,266.5335819216592,988.8818816058925
63,222.26390592490327,575.7238675752446
88,174.48622827575392,582.6881277486605
36,346.8894203100392,518.294127280452
15,270.7763788683634,643.4665926333766
9,330.13013703485404,364.66455392965656
60,226.49856070557962,553.5820345801652
12,195.40489831435482,529.1505835517111
72,112.24434024652564,506.0107490246664
96,200.07430002567497,414.2901956042191
93,113.67669162451601,699.6625812181951
12,328.55432521346177,671.3136928730355
37,69.83553254819645,234.9555522346306
37,215.24527584579445,762.9561679757653
84,151.62678060029316,930.6572385161195
61,289.2706546717926,562.3014866305427
63,202.49915412371786,166.08166659489086
6,199.80427431761564,914.0436869919415
83,273.4095798576086,256.7457984996342
72,141.75324338870684,697.9283399150502
73,44.49308337614242,880.6877210244148
53,96.08571622504977,636.1884186685569
12,307.0556505955519,652.7738850911891
51,314.7796142643521,317.6873001544811
38,27.211864807209373,181.50317269642247
12,250.47813442647285,268.3428200006923
0,181.04607152579004,491.8219614175846
4,61.22513986692342,169.24311461170117
38,24.803353838562032,543.107927658919

42,219.70949830925844,438.02221974855905
5,99.45200520048861,666.3664808125792
100,341.39454186532515,264.5703704392034
48,246.94357786700675,479.17408816072316
19,160.9413897181715,845.1992800540253
77,293.7760091699901,528.1854038898175
77,316.2594693039837,274.2479194982431
2,28.867999711956802,10.317624509077028
9,281.16455882344104,154.83727791373803
15,105.25378275620298,702.7956670072184
100,170.3544643193285,952.9565376885231
57,136.01774854199687,119.16897993102593
96,12.824988703566937,284.02359575283845
82,227.3745240979808,25.68274713453622
18,40.67000058848619,456.97317153529195
49,229.6515073414894,661.2114553261965
13,353.24652144763445,554.1853205979667
14,256.7150610124195,944.4861725714487
30,199.46648387357735,951.5094365729065
76,281.565675809577,640.4116384228485
66,164.70342439463138,85.0413942294318
82,193.74789162076536,738.6750806065054
88,99.45934240268723,838.3574704551024
41,294.7329076141862,861.8209919042421
96,250.49782040516652,209.95860541797273
20,27.662992151666348,753.3453317253026
5,144.77851325659913,201.66520323313074
91,287.81604232260463,406.8558631606183
48,59.106873534538266,528.5375575232058
35,255.19242207559606,864.0927428723352
44,101.7698148017207,825.5939634435
12,346.8168121940832,323.55918820690954
99,293.69228279218174,596.5794901969224
70,220.82717330947509,514.753533620637
3,83.9598485458762,605.914361057702
34,218.30859349094862,322.03755556046445
70,106.05241776006207,371.9650399726058
69,223.12284580814492,858.5543026697811
75,288.6328161020679,642.1066988396275
62,200.64914623359687,153.65868427272855
70,354.387950657886,742.1423839383796
15,37.436147052517526,176.49772387607143
50,207.5997516057603,490.27197800013636
82,181.397092371937,223.7538356046066
89,341.76835315739567,995.8226100614999
83,260.8516239332316,330.72669978924716
27,1.7177749679489507,551.1731817094751
51,216.86226723210174,840.3001045719183
82,322.18767342631594,788.6002700517332
14,142.04355976513014,603.9192442920688
58,69.42914431477402,451.60557165792557
81,137.22756325396142,371.3944612572939
27,221.36027630439503,379.28518418450506
69,84.63285308931559,320.367878655646
13,299.2343848565468,903.1219320237351
32,274.4027675493111,677.8808195878657
65,291.31225741685427,72.49729400795934
15,182.36099425393758,716.1224009110905
3,352.27640063962025,284.1770286319014
84,320.0077697941817,822.2809028163297
57,190.29309670688392,346.4554389336577
41,299.4307984370141,975.0714456892235
40,119.2282998076222,95.56140418415104
3,284.17846000814524,984.528474481186
41,330.9338256042969,289.7846797517504
78,292.6626712913471,580.109049750036
27,309.72936165467115,95.99106972596549
82,295.9797286907518,515.6423432646983
68,348.6581201552857,887.8403749140483
55,253.0134879155474,44.042718522411036
72,289.91258426393006,133.61190987070682
92,287.0660908055671,755.007487721432
5,241.34734310435846,524.9509027670726
83,323.85958602508066,867.1672446409087
30,152.8499306387897,621.7934438352793
13,246.46876429537443,472.1962898584351
13,228.67633380971134,477.82605037537917
60,53.82034297156857,547.8114467620397
89,44.97396106220952,114.93123901078506
98,41.10240807606602,520.2022969710247
90,19.95776629626189,349.7412980637395
39,240.77255962496722,264.59345081861153
100,214.012561081454,673.6425468119769
25,239.02169469217915,285.2270344480017
61,255.41814217899474,265.5518523615726
57,352.9553946341091,423.05162933069874
13,255.15689775159728,700.4898025758177
57,140.60212806355105,20.396637531574058
95,52.76147108395549,512.1047344261453
89,269.1427583043282,136.94169715163375
83,289.7665199762468,249.93209066285516
5,198.64655223176482,320.04503520043426
23,211.10042420508708,64.30941882844343
38,117.57501656014001,268.5920769815895
62,174.16242567688613,416.64549121097184
59,261.85678377889127,161.99525313708475
40,162.02470026923774,687.6518822739126
75,232.79863785151133,703.8355376199158
59,9.628309817855737,788.2487241338056
25,16.266343892446447,476.4075666514198
53,59.87496182204305,937.059381498194
79,26.52194945910906,315.67020858335036
82,142.05895512371356,706.3590978056507
97,315.08180608440426,102.99332954715823
5,128.3903229873,850.6324650937847
70,79.51313386796464,275.35175409198666
43,1.1286273237858335,265.8384581562959
15,93.4886553899639,812.489544940758
43,319.53206145973456,345.8923788272824
50,241.87919547459921,360.7373799072655
47,1.809983384259204,124.61211140146555
74,211.07429730193803,130.74878994525406
17,29.559928064085984,969.4551775473884
79,80.6466173828864,804.1944011973677
50,151.77486838881453,11.382990689257966
61,129.8744044054034,288.40621898068497
12,104.02981392306233,155.1094905124677
10,263.0437139862141,438.55603203860807
6,312.6775988828558,450.3106808387993
22,166.94175113626108,201.41455359032
16,343.313682738878,997.4715487966624
68,115.98940070912025,22.736743874608777
67,138.26530133054925,228.40526931136594
98,210.45558912277028,725.395218585971
34,355.17888292990307,651.0552587216105
100,34.923826651045864,155.5122485471001
74,306.8413454228519,661.2883351824678
87,155.6213783120949,104.33105187050185
50,141.17861524709616,457.06792424177735
97,233.1965857208204,983.2217806965808
93,222.09707137094549,361.78792998181274
75,3.749358134756191,974.7296427809584
84,163.3656393273651,994.1403899196117
38,92.01109129122213,66.12103347821552
16,128.9483310117331,412.29709035035546
38,244.50397157110675,551.7290359182957
83,37.16309364520373,673.2503816828785
99,142.8822901371817,141.12253880971414
84,275.40328516300866,189.90473421766453
24,144.89610361920626,565.6831732698462
28,88.4116703747859,94.35705834123098
69,299.30174103235606,795.3195340777388
83,35.670092967112915,323.57044815180905
45,14.378019268521488,157.3737899862647
57,283.4654295118818,939.5036802528668
16,53.10154798024937,537.7848151586637
49,86.21400192748523,535.2444172107246
75,156.96472784331993,389.51452732801016
66,271.69434594871194,181.53104502955307
91,313.36677563689864,317.8070285793447
74,150.37542556110623,227.17967408222327
65,104.14239949189349,749.0048101890243
11,118.10818004527442,583.0032563436471
79,113.1609641358727,578.7913937254424
53,229.090658225133,488.6539268385067
32,353.1606993185124,443.6593303137448
28,133.85715191404185,862.8804062080292
87,73.0720743187277,511.5775082480646
34,60.88756130891159,140.81491144883174
42,172.23893090500312,528.4015882235027
43,273.0231580276607,501.8342675544731
88,264.49941322140904,585.250965279208
33,87.988167352475,242.30150530020344
39,43.16787471914254,801.732003352134
91,310.79749943827005,559.067340437855
70,331.99676807328274,566.7986639677866
75,308.38114520782983,146.4042135607584
30,352.8059931628257,242.79035859032493
69,193.9055134138571,540.112426626398
5,16.203155986794954,526.5163418853272
34,23.535811464089708,440.7406514414602
1,195.6057912264635,901.7602883674276
88,90.01703194860607,697.9747106693569
12,128.0649858074577,320.6923416962593
89,39.29797117698092,852.1293063762997
28,181.23601852462102,509.59905537855286
49,136.91666009393305,624.329204653469
22,348.72377265784155,103.03225530700033
11,65.425672461987,141.32870968357213
13,320.24500862314204,998.8467138960597
21,131.3579553259551,557.1427848398419
43,336.27873345389787,66.65205235455784
83,81.584935966854,473.378081251609
83,180.11652000555122,900.7066563662108
64,137.57115060851743,265.19836641560465
96,317.152098479901,485.28503039009144
3,356.0041625359157,449.46357322815555
75,151.62246555251372,958.2567882324698
94,209.29344511358474,725.0350858140935
96,76.34395268318976,754.4638573655221
18,270.95660140374804,316.2473322261636
17,23.77367990470976,625.8871812647179
96,41.19388025901472,421.1929624150581
34,164.15494549579708,470.6289679580421
92,45.01031719693878,384.80708473842986
93,109.5331856376082,434.6521074249438
13,59.80527669480614,988.6613443213422
61,138.9158345814807,800.4223244590752
86,108.37528845636427,794.9142195522404
34,67.7633184850188,732.8343761458055
95,294.3042751139153,935.7629234067754
60,245.79619128770346,848.095112794095
87,306.96426578574443,289.5644100586069
11,311.4956828860741,825.4391037065789
98,262.63680138118696,245.80671716976244
25,340.86437383259783,643.3445249247562
61,321.7224720835023,174.6655127960036
39,41.95086879660866,832.9371004833188
59,329.57532824755236,68.21774777124534
31,317.6522431873578,781.6907394365229
81,127.32015985640189,604.8775008545458
50,267.3160742988521,41.642769769170144
89,212.72346038497062,283.99133012444946
25,177.66467494364025,646.7890141223284
91,206.22991360592567,545.2973900583221
31,261.1662058334419,207.31506023866365
72,84.46307588405078,489.60106105694143
45,102.34608241939065,461.7949659103277
53,352.3774345219791,963.215734616206
3,65.56322679553826,116.92518832298593
95,257.69833978652684,961.8167967880012
67,50.7832783676532,789.5063269541223
5,253.8493754636206,258.02180100309727
77,260.12371660249744,120.31848909753084
52,12.785521066730027,814.1983380730726
83,244.52178677132727,522.4522028106081
49,50.05874955349048,337.1305006733041
48,347.6695009892228,305.60955782008426
25,134.28100575861464,835.5233747709966
38,53.211326671640734,609.2684436872618
100,33.76004091669258,325.6596509983195
28,228.67068082619156,309.0565255837957
88,171.70430668109057,93.31748833701003
70,266.6452310806321,313.00627333758337
25,185.20052048292936,506.0332666703532
77,159.54283956426585,547.6766725093901
18,153.60520893290135,50.79327385415722
71,237.24017723264203,985.121297704556
19,302.147501599356,284.1023044089326
40,332.52709489450734,402.8484605423772
95,354.02800215592606,399.7862885990164
4,356.64852762777224,869.4877835146176
22,114.54948148334043,862.7998780124473
90,142.4335370159215,804.154029700315
34,2.5929249980211333,873.4502054606965
93,44.963125353590506,75.1805623334062
38,11.570021823998186,630.4713151693963
55,330.42241393452787,704.4940843157344
71,323.83005938402414,34.434896025367756
13,328.1902091474571,236.43406352350326
93,156.30393986984333,54.75394717709769
17,283.4379506420453,9.549555131477705
30,207.99402705855414,955.9704608410444
50,166.31481973500925,895.440737992563
90,291.54346549488133,859.6338674236486
55,57.721274854128225,941.484046935638
57,325.41731312347054,582.3064744519294
73,151.70622785300554,876.021381760423
11,60.11844562648176,201.9735573429051
76,326.2222831837494,645.1043153596983
37,193.48570293804937,132.7272674051493
78,102.9484058284495,949.6154453264215
98,203.37432810218758,337.4328600542231
37,338.0655832181886,788.2593820963804
68,142.90026302940518,626.3606600408546
20,58.56021394871329,858.0321867029304
54,296.63456228800567,234.4681569901409
64,172.11665863698846,700.3239369620399
77,348.5144504407571,131.2141135948155
93,154.86633618863706,979.6289536113403
66,165.1208166725806,106.0167687469088
23,135.47329634332056,389.881025835076
6,264.8761762269641,165.3003544219045
4,11.943910878867317,860.4337518066416
34,358.06082358595796,778.9055223662107
35,223.3746327630871,238.9237374404488
61,31.689623688447735,789.970868353693
71,134.63279934879927,508.11739197554704
65,145.88206446442751,374.32102822611444
61,169.944241590893,746.2609764220372
26,7.273016757900033,67.86972375817379
70,122.59864327320196,328.66446609703127
4,174.24178736757887,491.0113152688591
45,115.02394060283716,682.6235799356159
17,241.4237840816387,16.667515273607215
90,246.88643177872208,387.2698567312226
42,41.29532973429677,899.5874790117294
9,35.36621928904588,942.6020971512538
58,223.682920266801,967.9449424959919
96,153.27975109504206,660.3739830903544
87,349.16703841214223,387.3171094196112
50,39.04209458955081,254.87142915837035
65,226.04363155362148,601.5212477519079
69,114.09967967075644,321.23518746318035
72,229.68458992050887,472.8341431307081
55,81.4497840522559,940.3481552873527
0,22.2459030323561,576.9551495833512
61,262.95296711626753,293.9472955679188
63,61.820348089463174,519.856578329109
20,105.42579319298027,398.4073083094679
2,357.2128812982934,703.2794289631059
35,269.4959825527951,852.9572820001657
27,189.6323037702684,172.92515922495576
94,174.301451270214,614.6464917765477
42,220.45183201094954,411.17167872301775
48,12.66586685761029,38.91507488752188
97,18.177970404587263,558.4202265818654
39,202.31183933435415,974.0604564506386
2,287.1703470928755,427.97852624207354
71,210.25519785328984,564.2935390837906
84,192.30001234176217,929.271125806468
86,325.8180131457753,672.5033385498606
74,23.54470543391017,880.8465440084467
70,0.9243835675405876,200.4215464162056
10,259.6754534831005,737.5750016930267
11,259.18541491203877,234.07950351864858
20,189.16668198311788,596.5912878358725
63,202.73437945329323,241.87328227642934
20,324.33707931379877,99.88360383338602
71,171.05906127220152,415.54327700329907
56,244.7077307164755,214.24577704775118
85,10.263677979216617,869.1031721591415
98,294.5363261055296,76.9072352552983
10,102.10663804016019,25.547964127171973
84,204.67971631145707,592.2272647647059
93,152.35420570367546,553.5337782838227
84,57.87664107041122,923.8850169441909
18,242.2628362146302,995.4143562990082
69,114.85261132107946,736.9935922659392
21,191.8047573810387,374.8313873629767
36,186.7980550251155,491.04733372519615
70,159.11996168193605,144.94742546544404
13,236.27061318529744,498.27204986809784
21,48.60948645507221,46.262444332997646
91,228.722604249999,501.21870382156595
43,314.61747332146376,939.6842030345716
75,201.7528454522292,669.9177867665398
76,172.2286902484126,774.9944720067701
59,135.49074292018355,614.6920231523283
63,107.67941604831863,796.1677601928633
98,277.069338981941,440.55868043968593
93,270.1220590852479,671.9061541120413
72,29.434173754941177,322.4610890451126
60,239.07292967208812,889.0279665244337
62,264.16468606311753,877.7823962618535
11,316.51133268488707,793.0219360266369
51,290.3449595630577,121.62918884524865
36,176.53743644959593,843.2194879152746
76,17.57467159743385,865.6780934204951
49,6.439612174440397,532.8488108934458
75,43.051003436772525,329.5093604905259
96,283.16230413103204,293.95055568119943
54,93.70105901093325,817.0943220121868
18,44.66298779149626,996.0489709147695
2,173.49515316541465,589.1171353931596
10,294.0742570856731,599.0050423808524
49,26.26563665386807,679.6305674231473
90,123.43352640198832,916.0000216698525
10,228.77941067935933,386.76691731020486
17,245.14108854473827,288.6360099566476
33,177.64046015758072,651.7558262020245
12,210.93997212232057,304.56211483001795
16,223.0730261193372,652.6227633829243
25,177.98107258834142,901.4963889254741
25,197.83353371425747,837.0077238853579
92,295.766348719822,297.81017931533273
12,85.32336302682774,64.51445965137658
5,69.23290079961137,743.0993354322932
6,30.135992703119246,188.5456512588427
61,39.880922383117955,886.8728186723084
76,157.24203314003336,348.0307974094545
6,190.22394974777973,21.52743784694733
80,230.04861299983315,715.9236070811753
24,66.00562986024076,427.69762915721157
91,266.7733945850545,619.6938887724024
36,134.14965789746097,796.0106909124011
51,335.26705647923654,351.637415245606
21,111.06380384531101,471.7828879451479
19,34.97411649180678,724.3321362670758
29,102.05057537167163,967.9298748536717
80,329.9719069110049,483.04777169539284
12,81.0141731331575,503.3109883383017
34,298.637807697398,909.7908491229808
10,8.324165697475877,188.76412117773677
77,43.7196994918536,863.7651594643477
41,197.28552746325727,989.7543884950549
45,172.5174694713872,194.25229035730374
58,268.10318369637065,886.5748908679695
16,25.893736339895824,817.3498789185197
94,30.858533207136322,352.5926132406203
77,30.795681643734603,819.8559093257746
57,6.112809190071182,15.923128578409496
9,21.10006737394133,282.5570669622589
59,224.67753551222728,434.47925420679246
70,286.3182003240019,629.9559903482468
45,142.7107626402619,889.803760311196
51,353.35716761751536,690.2954264911411
38,33.04461626281831,211.16100375422485
99,20.728652831847285,739.5062815348864
11,224.0044881137067,389.1360810731646
64,166.55117292347532,193.1815269172783
35,203.57647253522185,563.9465800330063
40,225.9941581818593,564.5376976955314
34,17.242536716251887,593.399940518372
12,196.73439751721867,615.1157380029553
57,218.94912490277733,934.7506534475121
75,33.03876027539609,424.7537536157028
18,148.7357128093978,654.7256888278097
40,108.47486062022485,829.7046717182918
47,177.72351644336885,709.4920441985801
36,293.52443499060024,578.05624367296
7,149.60571843165573,349.63501609436275
65,196.8533701912637,358.4124760947277
85,98.72607730427643,932.6831296027691
91,125.29171248852968,625.235407502305
71,315.9477661620598,910.0183073636044
72,344.3456100932445,43.697420202483464
16,278.372732450387,731.1684492355607
4,52.84152788092038,680.9851542640184
81,80.42011816015724,617.5981326909126
7,101.0529247825307,30.665385218848762
11,263.7376901525612,591.4137278045418
54,6.8506455486673135,407.84523465797395
84,344.286946024437,859.5253209144159
2,261.06424703216044,481.4518956568611
79,195.192233202041,773.7713305889665
57,184.7413988420771,147.62231875982246
34,135.21280108344894,259.6722913846505
12,86.22139522757632,942.2810498043283
91,151.77061433128503,787.6995382679997
97,129.167817620018,800.3257582998331
78,120.56953574035015,813.8870527905977
10,295.9962052263016,172.31651210239107
24,266.6921006736507,2.3488042673449616
46,107.9102174865741,920.9982219535711
65,310.7741183139404,831.3767514725195
3,227.53596355329105,691.3077434881355
47,316.6339225765795,940.9945379740053
94,235.73897534020708,715.057240111609
84,12.768939150844245,435.2851519556257
57,132.56856785581118,537.0977943601389
8,101.28964361458112,309.68680529756386
64,50.79239805804206,202.24544636766916
83,36.83482403774314,789.1129787017234
94,278.0489357244671,648.5826843960594
79,353.40708341558826,618.9001003228477
55,151.07649285030146,51.0981567521287
40,46.80105365316376,335.01091992708075
44,159.1312565141005,213.2022035061022
15,106.38050196687027,490.1827080322636
80,245.72230152521323,185.12814648296415
83,98.51859281504042,70.11461349703197
87,345.49170633541036,226.1639061117906
